,Unnamed: 0,track_id,artist,album,track_name,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre,analysis_url,artist_pop,genres,id,track_href,track_pop,type,uri
49,49,1QBNBGeIRRGBnLhdlHbfI8,Brandi Carlile;Lucius,Chillin' It - Mellow Day Country,You and Me on the Rock,0,230098,False,0.568,0.686,1,-6.635,1,0.033,0.15,1.81e-06,0.0881,0.725,172.075,4,acoustic,https://api.spotify.com/v1/audio-analysis/1QBNBGeIRRGBnLhdlHbfI8,65.0,acoustic_pop ectofolk folk indie_folk lilith modern_folk_rock new_americana,1QBNBGeIRRGBnLhdlHbfI8,https://api.spotify.com/v1/tracks/1QBNBGeIRRGBnLhdlHbfI8,0,audio_features,spotify:track:1QBNBGeIRRGBnLhdlHbfI8
50,50,72xTsTouZ5nBmASX8k1XCW,Highland Peak,Trampoline (Acoustic),Trampoline - Acoustic,46,213098,False,0.596,0.2,0,-10.424,0,0.0305,0.91,0.000183,0.0884,0.308,107.893,4,acoustic,https://api.spotify.com/v1/audio-analysis/72xTsTouZ5nBmASX8k1XCW,38.0,acoustic_chill,72xTsTouZ5nBmASX8k1XCW,https://api.spotify.com/v1/tracks/72xTsTouZ5nBmASX8k1XCW,38,audio_features,spotify:track:72xTsTouZ5nBmASX8k1XCW
51,51,3ILmwMefYZoQh5Cf5jeuUQ,Motohiro Hata,Documentary,透明だった世界,61,232360,False,0.373,0.914,0,-4.185,1,0.0565,0.076,0.0,0.669,0.56,168.21,4,acoustic,https://api.spotify.com/v1/audio-analysis/3ILmwMefYZoQh5Cf5jeuUQ,54.0,j-acoustic j-pop j-rock japanese_singer-songwriter,3ILmwMefYZoQh5Cf5jeuUQ,https://api.spotify.com/v1/tracks/3ILmwMefYZoQh5Cf5jeuUQ,61,audio_features,spotify:track:3ILmwMefYZoQh5Cf5jeuUQ
52,52,2DHDuADAHoUW6n0z80RLQF,Andrew Belle,Black Bear,Pieces,60,241119,False,0.494,0.652,6,-5.863,0,0.0314,0.0754,0.00256,0.125,0.298,137.018,4,acoustic,https://api.spotify.com/v1/audio-analysis/2DHDuADAHoUW6n0z80RLQF,53.0,acoustic_pop,2DHDuADAHoUW6n0z80RLQF,https://api.spotify.com/v1/tracks/2DHDuADAHoUW6n0z80RLQF,59,audio_features,spotify:track:2DHDuADAHoUW6n0z80RLQF
53,53,5JDcQAztvZTIkrWoZihgvC,Ron Pope,The Bedroom Demos,A Drop in the Ocean,68,220239,False,0.447,0.393,5,-8.65,1,0.038,0.785,0.0,0.28,0.564,73.139,3,acoustic,https://api.spotify.com/v1/audio-analysis/5JDcQAztvZTIkrWoZihgvC,54.0,acoustic_pop neo_mellow piano_rock viral_pop,5JDcQAztvZTIkrWoZihgvC,https://api.spotify.com/v1/tracks/5JDcQAztvZTIkrWoZihgvC,72,audio_features,spotify:track:5JDcQAztvZTIkrWoZihgvC
54,54,2sYFi9xVSZ56WHKSY2fN1K,Adam Christopher,So Far Away (Acoustic),So Far Away - Acoustic,52,171543,False,0.576,0.331,6,-9.389,0,0.0306,0.894,3.44e-05,0.129,0.407,149.02,4,acoustic,https://api.spotify.com/v1/audio-analysis/2sYFi9xVSZ56WHKSY2fN1K,47.0,acoustic_cover,2sYFi9xVSZ56WHKSY2fN1K,https://api.spotify.com/v1/tracks/2sYFi9xVSZ56WHKSY2fN1K,51,audio_features,spotify:track:2sYFi9xVSZ56WHKSY2fN1K
55,55,6xJOhSm4SvZwzy3uhWz26O,Andrew Belle,Black Bear,The Enemy,62,286865,False,0.536,0.89,1,-5.222,1,0.0375,0.078,0.0202,0.131,0.273,121.974,4,acoustic,https://api.spotify.com/v1/audio-analysis/6xJOhSm4SvZwzy3uhWz26O,53.0,acoustic_pop,6xJOhSm4SvZwzy3uhWz26O,https://api.spotify.com/v1/tracks/6xJOhSm4SvZwzy3uhWz26O,56,audio_features,spotify:track:6xJOhSm4SvZwzy3uhWz26O
56,56,7lLKxcNeJtDTWVRKHovLEC,Aron Wright,Build It Better,Build It Better,51,234473,False,0.526,0.333,4,-13.02,1,0.0314,0.91,0.168,0.111,0.159,94.951,4,acoustic,https://api.spotify.com/v1/audio-analysis/7lLKxcNeJtDTWVRKHovLEC,42.0,acoustic_pop deep_acoustic_pop,7lLKxcNeJtDTWVRKHovLEC,https://api.spotify.com/v1/tracks/7lLKxcNeJtDTWVRKHovLEC,53,audio_features,spotify:track:7lLKxcNeJtDTWVRKHovLEC
57,57,25UzeaV47eDT44Fovve6xQ,Chord Overstreet,Sleepwalking in the Rain,Sleepwalking in the Rain,0,216000,False,0.501,0.381,0,-9.448,1,0.036,0.687,0.00133,0.119,0.502,80.075,4,acoustic,https://api.spotify.com/v1/audio-analysis/25UzeaV47eDT44Fovve6xQ,62.0,acoustic_pop,25UzeaV47eDT44Fovve6xQ,https://api.spotify.com/v1/tracks/25UzeaV47eDT44Fovve6xQ,27,audio_features,spotify:track:25UzeaV47eDT44Fovve6xQ
58,58,4oa14QBfWRDfJy2agySy0L,Sara Bareilles,Little Voice,Gravity,67,232760,False,0.27,0.275,0,-10.357,1,0.0356,0.834,0.0,0.146,0.231,168.964,4,acoustic,https://api.spotify.com/v1/audio-analysis/4oa14QBfWRDfJy2agySy0L,64.0,acoustic_pop ectofolk lilith neo_mellow pop_rock post-teen_pop viral_pop,4oa14QBfWRDfJy2agySy0L,https://api.spotify.com/v1/tracks/4oa14QBfWRDfJy2agySy0L,68,audio_features,spotify:track:4oa14QBfWRDfJy2agySy0L
59,59,2gRKq9rIC5i1zuxp06zJWH,Chord Overstreet,What's Left of You,What's Left of You,57,178600,True,0.731,0.507,0,-6.477,1,0.046,0.572,0.0,0.0912,0.265,117.969,4,acoustic,https://api.spotify.com/v1/audio-analysis/2gRKq9rIC5i1zuxp06zJWH,62.0,acoustic_pop,2gRKq9rIC5i1zuxp06zJWH,https://api.spotify.com/v1/tracks/2gRKq9rIC5i1zuxp06zJWH,65,audio_features,spotify:track:2gRKq9rIC5i1zuxp06zJWH
60,60,08MFgEQeVLF37EyZ7jcwLc,Zack Tabudlo,Pano,Pano,75,254400,False,0.375,0.457,3,-7.018,1,0.0315,0.868,0.0145,0.191,0.415,174.839,3,acoustic,https://api.spotify.com/v1/audio-analysis/08MFgEQeVLF37EyZ7jcwLc,69.0,acoustic_opm opm p-pop,08MFgEQeVLF37EyZ7jcwLc,https://api.spotify.com/v1/tracks/08MFgEQeVLF37EyZ7jcwLc,75,audio_features,spotify:track:08MFgEQeVLF37EyZ7jcwLc
61,61,6nXIYClvJAfi6ujLiKqEq8,Andrew Belle,The Daylight EP,Sky's Still Blue,62,244320,False,0.43,0.791,6,-5.419,0,0.0302,0.0726,0.0193,0.11,0.217,171.864,4,acoustic,https://api.spotify.com/v1/audio-analysis/6nXIYClvJAfi6ujLiKqEq8,53.0,acoustic_pop,6nXIYClvJAfi6ujLiKqEq8,https://api.spotify.com/v1/tracks/6nXIYClvJAfi6ujLiKqEq8,53,audio_features,spotify:track:6nXIYClvJAfi6ujLiKqEq8
62,62,7x4b0UccXSKBWxWmjcrG2T,Kurt Cobain,Montage Of Heck: The Home Recordings,And I Love Her,66,124933,False,0.616,0.282,1,-15.317,1,0.0331,0.983,0.833,0.13,0.435,96.638,4,acoustic,https://api.spotify.com/v1/audio-analysis/7x4b0UccXSKBWxWmjcrG2T,50.0,acoustic_rock grunge,7x4b0UccXSKBWxWmjcrG2T,https://api.spotify.com/v1/tracks/7x4b0UccXSKBWxWmjcrG2T,67,audio_features,spotify:track:7x4b0UccXSKBWxWmjcrG2T
63,63,6owKuyHxUqidcAA6fPKSyy,Boyce Avenue;Bea Miller,"Cover Sessions, Vol. 3",We Can't Stop,64,222146,False,0.705,0.347,2,-8.249,1,0.0301,0.674,0.0,0.12,0.36,80.057,4,acoustic,https://api.spotify.com/v1/audio-analysis/6owKuyHxUqidcAA6fPKSyy,67.0,acoustic_cover neo_mellow viral_pop,6owKuyHxUqidcAA6fPKSyy,https://api.spotify.com/v1/tracks/6owKuyHxUqidcAA6fPKSyy,65,audio_features,spotify:track:6owKuyHxUqidcAA6fPKSyy
64,64,0wbmIfvndFV9VDvuUY1pYN,Tim Halperin,Covers,Always Be My Baby,62,181852,False,0.582,0.255,4,-10.254,1,0.0306,0.772,0.0,0.0889,0.285,139.884,4,acoustic,https://api.spotify.com/v1/audio-analysis/0wbmIfvndFV9VDvuUY1pYN,48.0,channel_pop indiecoustica,0wbmIfvndFV9VDvuUY1pYN,https://api.spotify.com/v1/tracks/0wbmIfvndFV9VDvuUY1pYN,0,audio_features,spotify:track:0wbmIfvndFV9VDvuUY1pYN
65,65,3e5yu9MkIvQx17mm7LF6KY,Canyon City,Midnight Waves,Alone with You,58,186584,False,0.549,0.274,1,-12.565,1,0.0379,0.798,6.63e-06,0.103,0.207,86.664,4,acoustic,https://api.spotify.com/v1/audio-analysis/3e5yu9MkIvQx17mm7LF6KY,45.0,acoustic_pop indie_anthem-folk indiecoustica modern_indie_folk,3e5yu9MkIvQx17mm7LF6KY,https://api.spotify.com/v1/tracks/3e5yu9MkIvQx17mm7LF6KY,50,audio_features,spotify:track:3e5yu9MkIvQx17mm7LF6KY
66,66,6VwAh8Z1d5YKoSWoEaV4db,Aaron Espe,Making All Things New,Making All Things New,65,159600,False,0.787,0.355,0,-11.429,1,0.0288,0.896,0.0201,0.111,0.48,99.978,4,acoustic,https://api.spotify.com/v1/audio-analysis/6VwAh8Z1d5YKoSWoEaV4db,48.0,modern_indie_folk stomp_and_flutter,6VwAh8Z1d5YKoSWoEaV4db,https://api.spotify.com/v1/tracks/6VwAh8Z1d5YKoSWoEaV4db,66,audio_features,spotify:track:6VwAh8Z1d5YKoSWoEaV4db
67,67,2D4BSm5Z8Hq5zYbSgJwEOh,Sara Bareilles,What's Inside: Songs from Waitress,She Used To Be Mine,67,250266,False,0.397,0.303,5,-7.508,1,0.0435,0.381,0.0,0.101,0.172,81.05,4,acoustic,https://api.spotify.com/v1/audio-analysis/2D4BSm5Z8Hq5zYbSgJwEOh,64.0,acoustic_pop ectofolk lilith neo_mellow pop_rock post-teen_pop viral_pop,2D4BSm5Z8Hq5zYbSgJwEOh,https://api.spotify.com/v1/tracks/2D4BSm5Z8Hq5zYbSgJwEOh,68,audio_features,spotify:track:2D4BSm5Z8Hq5zYbSgJwEOh
68,68,7LwGBxB0h0CVmkOZxYKn0g,Andrew Belle,In My Veins (Feat. Erin Mccarley),In My Veins - Feat. Erin Mccarley,65,318908,False,0.548,0.42,0,-7.842,1,0.0277,0.198,4.46e-06,0.0899,0.196,128.012,4,acoustic,https://api.spotify.com/v1/audio-analysis/7LwGBxB0h0CVmkOZxYKn0g,53.0,acoustic_pop,7LwGBxB0h0CVmkOZxYKn0g,https://api.spotify.com/v1/tracks/7LwGBxB0h0CVmkOZxYKn0g,63,audio_features,spotify:track:7LwGBxB0h0CVmkOZxYKn0g
69,69,0ZwdH0m32I8odedwvspYTh,Tyler Ward,Under Covers,I Don't Wanna Live Forever (Fifty Shades Darker),44,222351,False,0.787,0.403,0,-11.989,1,0.033,0.603,0.00857,0.131,0.264,118.042,4,acoustic,https://api.spotify.com/v1/audio-analysis/0ZwdH0m32I8odedwvspYTh,50.0,acoustic_cover viral_pop,0ZwdH0m32I8odedwvspYTh,https://api.spotify.com/v1/tracks/0ZwdH0m32I8odedwvspYTh,36,audio_features,spotify:track:0ZwdH0m32I8odedwvspYTh
70,70,16dkWKIlBsfYTISCVuDs0w,Ron Pope,Whatever It Takes,A Drop In the Ocean,55,219480,False,0.484,0.573,5,-6.183,1,0.0298,0.0882,1.14e-06,0.15,0.346,139.966,3,acoustic,https://api.spotify.com/v1/audio-analysis/16dkWKIlBsfYTISCVuDs0w,54.0,acoustic_pop neo_mellow piano_rock viral_pop,16dkWKIlBsfYTISCVuDs0w,https://api.spotify.com/v1/tracks/16dkWKIlBsfYTISCVuDs0w,60,audio_features,spotify:track:16dkWKIlBsfYTISCVuDs0w
71,71,3TwtrR1yNLY1PMPsrGQpOp,Five For Fighting,America Town,Superman (It's Not Easy),70,221693,False,0.382,0.416,0,-9.303,1,0.0302,0.0733,0.0,0.0719,0.125,102.089,4,acoustic,https://api.spotify.com/v1/audio-analysis/3TwtrR1yNLY1PMPsrGQpOp,55.0,neo_mellow piano_rock pop_rock,3TwtrR1yNLY1PMPsrGQpOp,https://api.spotify.com/v1/tracks/3TwtrR1yNLY1PMPsrGQpOp,71,audio_features,spotify:track:3TwtrR1yNLY1PMPsrGQpOp
72,72,3Et4LKZLnXygPYfNdeB3D3,Andrew Belle,Dive Deep,When the End Comes,57,354400,False,0.541,0.575,9,-9.463,1,0.0491,0.677,0.215,0.102,0.428,91.98,4,acoustic,https://api.spotify.com/v1/audio-analysis/3Et4LKZLnXygPYfNdeB3D3,53.0,acoustic_pop,3Et4LKZLnXygPYfNdeB3D3,https://api.spotify.com/v1/tracks/3Et4LKZLnXygPYfNdeB3D3,52,audio_features,spotify:track:3Et4LKZLnXygPYfNdeB3D3
73,73,2E9viCx0hJKNKNThd2MdGQ,Bailey Jehl,You're Still The One,You're Still The One,56,177500,False,0.607,0.473,2,-8.555,1,0.034,0.712,0.0,0.66,0.54,119.698,4,acoustic,https://api.spotify.com/v1/audio-analysis/2E9viCx0hJKNKNThd2MdGQ,51.0,acoustic_chill,2E9viCx0hJKNKNThd2MdGQ,https://api.spotify.com/v1/tracks/2E9viCx0hJKNKNThd2MdGQ,0,audio_features,spotify:track:2E9viCx0hJKNKNThd2MdGQ
74,74,0Zf1BPkkFAWGtVHeBwHHz4,Ingrid Michaelson,It Doesn't Have To Make Sense,Light Me Up,56,247840,False,0.417,0.595,6,-7.84,1,0.0396,0.158,0.000269,0.101,0.117,147.928,4,acoustic,https://api.spotify.com/v1/audio-analysis/0Zf1BPkkFAWGtVHeBwHHz4,58.0,acoustic_pop ectofolk lilith neo_mellow,0Zf1BPkkFAWGtVHeBwHHz4,https://api.spotify.com/v1/tracks/0Zf1BPkkFAWGtVHeBwHHz4,56,audio_features,spotify:track:0Zf1BPkkFAWGtVHeBwHHz4
75,75,38jy6kRlPt8z1GUS9WXeNh,Jason Mraz,Love Is a Four Letter Word,93 Million Miles,67,216386,False,0.572,0.454,3,-10.286,1,0.0258,0.477,1.37e-05,0.0974,0.515,140.182,4,acoustic,https://api.spotify.com/v1/audio-analysis/38jy6kRlPt8z1GUS9WXeNh,72.0,acoustic_pop dance_pop neo_mellow pop,38jy6kRlPt8z1GUS9WXeNh,https://api.spotify.com/v1/tracks/38jy6kRlPt8z1GUS9WXeNh,68,audio_features,spotify:track:38jy6kRlPt8z1GUS9WXeNh
76,76,2SkJKMfjpYsNv0KWOxiegX,A Great Big World,When the Morning Comes,Kaleidoscope,62,229320,False,0.709,0.913,7,-5.148,1,0.0748,0.0182,0.0,0.167,0.519,108.024,4,acoustic,https://api.spotify.com/v1/audio-analysis/2SkJKMfjpYsNv0KWOxiegX,60.0,neo_mellow piano_rock pop_rock viral_pop,2SkJKMfjpYsNv0KWOxiegX,https://api.spotify.com/v1/tracks/2SkJKMfjpYsNv0KWOxiegX,57,audio_features,spotify:track:2SkJKMfjpYsNv0KWOxiegX
77,77,4qCbMMMuEB56kHd4zPE6GD,Eddie Vedder;Nusrat Fateh Ali Khan,"Eat, Pray, Love",The Long Road,45,330933,False,0.537,0.342,2,-13.553,1,0.0273,0.645,0.266,0.0687,0.253,109.236,4,acoustic,https://api.spotify.com/v1/audio-analysis/4qCbMMMuEB56kHd4zPE6GD,61.0,acoustic_rock grunge permanent_wave,4qCbMMMuEB56kHd4zPE6GD,https://api.spotify.com/v1/tracks/4qCbMMMuEB56kHd4zPE6GD,46,audio_features,spotify:track:4qCbMMMuEB56kHd4zPE6GD
78,78,11TK5KLtLZUdKr1C549bAw,Drew Holcomb & The Neighbors,Good Light,What Would I Do Without You,64,172213,False,0.602,0.336,8,-11.106,1,0.0369,0.883,0.0017,0.143,0.335,90.894,4,acoustic,https://api.spotify.com/v1/audio-analysis/11TK5KLtLZUdKr1C549bAw,56.0,acoustic_pop stomp_and_holler,11TK5KLtLZUdKr1C549bAw,https://api.spotify.com/v1/tracks/11TK5KLtLZUdKr1C549bAw,65,audio_features,spotify:track:11TK5KLtLZUdKr1C549bAw
79,79,7BXW1QCg56yzEBV8pW8pah,Jason Mraz,Know.,Have It All,65,226106,False,0.643,0.638,1,-4.947,0,0.0407,0.204,0.0,0.0707,0.6,82.001,4,acoustic,https://api.spotify.com/v1/audio-analysis/7BXW1QCg56yzEBV8pW8pah,72.0,acoustic_pop dance_pop neo_mellow pop,7BXW1QCg56yzEBV8pW8pah,https://api.spotify.com/v1/tracks/7BXW1QCg56yzEBV8pW8pah,67,audio_features,spotify:track:7BXW1QCg56yzEBV8pW8pah
80,80,2kMrCPZ0o5gErBPLCRgoli,Gabrielle Aplin,Mellow Adult Pop,Heavy Heart,0,235173,False,0.451,0.7,10,-6.597,0,0.0431,0.455,0.00233,0.405,0.37,150.055,4,acoustic,https://api.spotify.com/v1/audio-analysis/2kMrCPZ0o5gErBPLCRgoli,55.0,acoustic_pop indie_anthem-folk neo-singer-songwriter uk_pop viral_pop,2kMrCPZ0o5gErBPLCRgoli,https://api.spotify.com/v1/tracks/2kMrCPZ0o5gErBPLCRgoli,0,audio_features,spotify:track:2kMrCPZ0o5gErBPLCRgoli
81,81,5IjTZ1g8KrIuV97N3OQZ0V,Gabrielle Aplin,Break Up Songs,The House We Never Built,0,195213,False,0.546,0.391,2,-10.786,0,0.063,0.784,2.72e-06,0.0552,0.202,139.669,4,acoustic,https://api.spotify.com/v1/audio-analysis/5IjTZ1g8KrIuV97N3OQZ0V,55.0,acoustic_pop indie_anthem-folk neo-singer-songwriter uk_pop viral_pop,5IjTZ1g8KrIuV97N3OQZ0V,https://api.spotify.com/v1/tracks/5IjTZ1g8KrIuV97N3OQZ0V,0,audio_features,spotify:track:5IjTZ1g8KrIuV97N3OQZ0V
82,82,3bHhUEOTIbezeZ856R0BX5,Eddie Vedder,Into The Wild (Music For The Motion Picture),Society,68,236306,False,0.561,0.327,11,-10.835,0,0.0327,0.902,0.000469,0.111,0.298,161.858,4,acoustic,https://api.spotify.com/v1/audio-analysis/3bHhUEOTIbezeZ856R0BX5,61.0,acoustic_rock grunge permanent_wave,3bHhUEOTIbezeZ856R0BX5,https://api.spotify.com/v1/tracks/3bHhUEOTIbezeZ856R0BX5,71,audio_features,spotify:track:3bHhUEOTIbezeZ856R0BX5
83,83,0wf17wsLRwnnfh241GkeH5,Gabrielle Aplin,u don't deserve me,Please Don't Say You Love Me,0,181400,False,0.479,0.541,0,-9.862,1,0.0543,0.74,0.0,0.108,0.3,85.994,4,acoustic,https://api.spotify.com/v1/audio-analysis/0wf17wsLRwnnfh241GkeH5,55.0,acoustic_pop indie_anthem-folk neo-singer-songwriter uk_pop viral_pop,0wf17wsLRwnnfh241GkeH5,https://api.spotify.com/v1/tracks/0wf17wsLRwnnfh241GkeH5,0,audio_features,spotify:track:0wf17wsLRwnnfh241GkeH5
84,84,3322ArxAq7wCSZI4fF77Q0,Gabrielle Aplin,Coffee Moment,Please Don't Say You Love Me,0,181400,False,0.479,0.541,0,-9.862,1,0.0543,0.74,0.0,0.108,0.3,85.994,4,acoustic,https://api.spotify.com/v1/audio-analysis/3322ArxAq7wCSZI4fF77Q0,55.0,acoustic_pop indie_anthem-folk neo-singer-songwriter uk_pop viral_pop,3322ArxAq7wCSZI4fF77Q0,https://api.spotify.com/v1/tracks/3322ArxAq7wCSZI4fF77Q0,1,audio_features,spotify:track:3322ArxAq7wCSZI4fF77Q0
85,85,4LGF2tDg3878bs0mQPByZ4,Eddie Vedder,Into The Wild (Music For The Motion Picture),Guaranteed,61,164500,False,0.436,0.4,7,-11.485,1,0.0272,0.904,0.00105,0.125,0.351,100.734,4,acoustic,https://api.spotify.com/v1/audio-analysis/4LGF2tDg3878bs0mQPByZ4,61.0,acoustic_rock grunge permanent_wave,4LGF2tDg3878bs0mQPByZ4,https://api.spotify.com/v1/tracks/4LGF2tDg3878bs0mQPByZ4,63,audio_features,spotify:track:4LGF2tDg3878bs0mQPByZ4
86,86,6Uy6K3KdmUdAfelUp0SeXn,Sara Bareilles,The Blessed Unrest,Brave,70,220573,False,0.551,0.836,10,-3.838,0,0.0524,0.00502,2.1e-05,0.0425,0.758,185.063,4,acoustic,https://api.spotify.com/v1/audio-analysis/6Uy6K3KdmUdAfelUp0SeXn,64.0,acoustic_pop ectofolk lilith neo_mellow pop_rock post-teen_pop viral_pop,6Uy6K3KdmUdAfelUp0SeXn,https://api.spotify.com/v1/tracks/6Uy6K3KdmUdAfelUp0SeXn,71,audio_features,spotify:track:6Uy6K3KdmUdAfelUp0SeXn
87,87,2z2JKNU24UEngb4joR9p8f,KT Tunstall,Slow Christmas Songs 2022,Lonely This Christmas,0,257493,False,0.409,0.153,6,-10.74,0,0.0306,0.939,2.56e-05,0.108,0.18,85.262,4,acoustic,https://api.spotify.com/v1/audio-analysis/2z2JKNU24UEngb4joR9p8f,61.0,ectofolk lilith neo_mellow pop_rock scottish_singer-songwriter,2z2JKNU24UEngb4joR9p8f,https://api.spotify.com/v1/tracks/2z2JKNU24UEngb4joR9p8f,0,audio_features,spotify:track:2z2JKNU24UEngb4joR9p8f
88,88,2nef44o0sjJDKB1ta4S0ub,KT Tunstall,Lonely Christmas 2022,Lonely This Christmas,0,257493,False,0.409,0.153,6,-10.74,0,0.0306,0.939,2.56e-05,0.108,0.18,85.262,4,acoustic,https://api.spotify.com/v1/audio-analysis/2nef44o0sjJDKB1ta4S0ub,61.0,ectofolk lilith neo_mellow pop_rock scottish_singer-songwriter,2nef44o0sjJDKB1ta4S0ub,https://api.spotify.com/v1/tracks/2nef44o0sjJDKB1ta4S0ub,0,audio_features,spotify:track:2nef44o0sjJDKB1ta4S0ub
89,89,0qJGlogD7AyMLAJfQ42aI2,Five For Fighting,Bookmarks,Heaven Knows,62,210612,False,0.6,0.845,10,-7.076,1,0.0311,0.048,0.0,0.24,0.392,97.631,4,acoustic,https://api.spotify.com/v1/audio-analysis/0qJGlogD7AyMLAJfQ42aI2,55.0,neo_mellow piano_rock pop_rock,0qJGlogD7AyMLAJfQ42aI2,https://api.spotify.com/v1/tracks/0qJGlogD7AyMLAJfQ42aI2,56,audio_features,spotify:track:0qJGlogD7AyMLAJfQ42aI2
90,90,04JS6OitE9VGsIS3S94Osg,The Civil Wars,Slow Christmas Songs 2022,I Heard The Bells On Christmas Day,0,154440,False,0.492,0.145,2,-14.504,0,0.0422,0.872,9.68e-06,0.107,0.218,90.078,4,acoustic,https://api.spotify.com/v1/audio-analysis/04JS6OitE9VGsIS3S94Osg,55.0,acoustic_pop indie_folk neo_mellow new_americana stomp_and_holler,04JS6OitE9VGsIS3S94Osg,https://api.spotify.com/v1/tracks/04JS6OitE9VGsIS3S94Osg,0,audio_features,spotify:track:04JS6OitE9VGsIS3S94Osg
91,91,5OGpsZeJRZ3t3MZioawcZW,The Civil Wars,Alternative Christmas 2022,I Heard The Bells On Christmas Day,0,154440,False,0.492,0.145,2,-14.504,0,0.0422,0.872,9.68e-06,0.107,0.218,90.078,4,acoustic,https://api.spotify.com/v1/audio-analysis/5OGpsZeJRZ3t3MZioawcZW,55.0,acoustic_pop indie_folk neo_mellow new_americana stomp_and_holler,5OGpsZeJRZ3t3MZioawcZW,https://api.spotify.com/v1/tracks/5OGpsZeJRZ3t3MZioawcZW,0,audio_features,spotify:track:5OGpsZeJRZ3t3MZioawcZW
92,92,3Vnes7v746dYzBn0FJTZ1W,KT Tunstall,Alternative Christmas 2022,Fairytale Of New York,0,263866,False,0.447,0.555,2,-6.018,1,0.0349,0.218,3.46e-06,0.124,0.33,117.888,3,acoustic,https://api.spotify.com/v1/audio-analysis/3Vnes7v746dYzBn0FJTZ1W,61.0,ectofolk lilith neo_mellow pop_rock scottish_singer-songwriter,3Vnes7v746dYzBn0FJTZ1W,https://api.spotify.com/v1/tracks/3Vnes7v746dYzBn0FJTZ1W,0,audio_features,spotify:track:3Vnes7v746dYzBn0FJTZ1W
93,93,30cYWLpVdBZVLb1cYdmcTT,The Civil Wars,Acoustic Christmas Campfire,I Heard The Bells On Christmas Day,0,154440,False,0.492,0.145,2,-14.504,0,0.0422,0.872,9.68e-06,0.107,0.218,90.078,4,acoustic,https://api.spotify.com/v1/audio-analysis/30cYWLpVdBZVLb1cYdmcTT,55.0,acoustic_pop indie_folk neo_mellow new_americana stomp_and_holler,30cYWLpVdBZVLb1cYdmcTT,https://api.spotify.com/v1/tracks/30cYWLpVdBZVLb1cYdmcTT,0,audio_features,spotify:track:30cYWLpVdBZVLb1cYdmcTT
94,94,7sUqJ51FGSi3n7x4pYjY3v,The Civil Wars,Lonely Christmas 2022,I Heard The Bells On Christmas Day,0,154440,False,0.492,0.145,2,-14.504,0,0.0422,0.872,9.68e-06,0.107,0.218,90.078,4,acoustic,https://api.spotify.com/v1/audio-analysis/7sUqJ51FGSi3n7x4pYjY3v,55.0,acoustic_pop indie_folk neo_mellow new_americana stomp_and_holler,7sUqJ51FGSi3n7x4pYjY3v,https://api.spotify.com/v1/tracks/7sUqJ51FGSi3n7x4pYjY3v,0,audio_features,spotify:track:7sUqJ51FGSi3n7x4pYjY3v
95,95,15BFn2VmEtonsXfNL1lUmy,The Civil Wars,Chill Christmas Dinner,I Heard The Bells On Christmas Day,0,154440,False,0.492,0.145,2,-14.504,0,0.0422,0.872,9.68e-06,0.107,0.218,90.078,4,acoustic,https://api.spotify.com/v1/audio-analysis/15BFn2VmEtonsXfNL1lUmy,55.0,acoustic_pop indie_folk neo_mellow new_americana stomp_and_holler,15BFn2VmEtonsXfNL1lUmy,https://api.spotify.com/v1/tracks/15BFn2VmEtonsXfNL1lUmy,0,audio_features,spotify:track:15BFn2VmEtonsXfNL1lUmy
96,96,0WOFJR54wyTwLB11jcBDb1,The Civil Wars,sadsadchristmas,I Heard The Bells On Christmas Day,0,154440,False,0.492,0.145,2,-14.504,0,0.0422,0.872,9.68e-06,0.107,0.218,90.078,4,acoustic,https://api.spotify.com/v1/audio-analysis/0WOFJR54wyTwLB11jcBDb1,55.0,acoustic_pop indie_folk neo_mellow new_americana stomp_and_holler,0WOFJR54wyTwLB11jcBDb1,https://api.spotify.com/v1/tracks/0WOFJR54wyTwLB11jcBDb1,0,audio_features,spotify:track:0WOFJR54wyTwLB11jcBDb1
97,97,1uDCw6LVMOmbZ6zRliNcNX,The Civil Wars,Christmas Country Songs 2022,I Heard The Bells On Christmas Day,0,154440,False,0.492,0.145,2,-14.504,0,0.0422,0.872,9.68e-06,0.107,0.218,90.078,4,acoustic,https://api.spotify.com/v1/audio-analysis/1uDCw6LVMOmbZ6zRliNcNX,55.0,acoustic_pop indie_folk neo_mellow new_americana stomp_and_holler,1uDCw6LVMOmbZ6zRliNcNX,https://api.spotify.com/v1/tracks/1uDCw6LVMOmbZ6zRliNcNX,0,audio_features,spotify:track:1uDCw6LVMOmbZ6zRliNcNX
98,98,7DYsBLdOqz0z14tYWMt2Tn,KT Tunstall,Del gusto de mamá,Hold On,0,177613,False,0.661,0.937,4,-5.157,0,0.0979,0.322,1.04e-06,0.19,0.805,105.549,4,acoustic,https://api.spotify.com/v1/audio-analysis/7DYsBLdOqz0z14tYWMt2Tn,61.0,ectofolk lilith neo_mellow pop_rock scottish_singer-songwriter,7DYsBLdOqz0z14tYWMt2Tn,https://api.spotify.com/v1/tracks/7DYsBLdOqz0z14tYWMt2Tn,0,audio_features,spotify:track:7DYsBLdOqz0z14tYWMt2Tn
